Player ID,Year,Rnd,Player,Pos,PB,St,G,SB,College/Univ
1314,1940,16,Leon Gajecki,C,0,0,,0,Penn St.
1315,1940,17,Mike Sullivan,E,0,0,,0,North Carolina St.
1316,1940,18,Seaton Daly,T,0,0,,0,Gonzaga
1317,1940,19,Thad Harvey,T,0,0,,0,Notre Dame
1318,1940,20,Marvin Katzenstein,T,0,0,,0,Colorado Mines
1319,1939,3,Billy Patterson,B,0,1,19,0,Baylor
1320,1939,4,Hugh McCullough,TB,0,2,36,0,Oklahoma
1321,1939,5,Ernie Wheeler,DB,0,0,10,0,North Dakota St.
1322,1939,6,Sam Boyd,E,0,0,14,0,Baylor
1323,1939,7,Eddie Palumbo,B,0,0,,0,Detroit Mercy
1324,1939,8,Ole Nelson,E,0,0,,0,Michigan St.
1325,1939,9,Steve Petro,G,0,1,17,0,Pittsburgh
1326,1939,10,Jack Lee,BB,0,0,5,0,Carnegie Mellon
1327,1939,11,Lou Tomasetti,FB,0,4,94,0,Bucknell
1328,1939,12,Denny Cochran,B,0,0,,0,St. Louis
1329,1939,13,Fabian Hoffman,E,0,0,,0,Pittsburgh
1330,1939,14,Ed Clary,B,0,0,,0,South Carolina
1331,1939,15,John Tosi,C,0,0,4,0,Niagara
1332,1939,16,Al Lezouski,G,0,0,,0,Pittsburgh
1333,1939,17,Ed Longhi,C,0,0,,0,Notre Dame
1334,1939,18,Dave Shirk,E,0,0,,0,Kansas
1335,1939,19,Frank Peters,E,0,0,,0,Washington
1336,1939,20,Tom Sheldrake,E,0,0,,0,Washington
1337,1938,1,Whizzer White,TB,0,3,33,0,Colorado
1338,1938,2,Frank Filchock,TB,2,3,76,0,Indiana
1339,1938,3,Red Wolfe,FB,1,0,8,0,Texas
1340,1938,4,Tony Matisi,T,0,0,5,0,Pittsburgh
1341,1938,5,Lou Midler,G,0,0,18,0,Minnesota
1342,1938,6,George Platukis,E,0,3,47,0,Duquesne
1343,1938,7,Ray King,E,0,0,,0,Minnesota
1344,1938,8,Tom Burnette,BB,0,0,14,0,North Carolina
1345,1938,9,Paul McDonough,E,0,2,38,0,Utah
1346,1938,10,Pat McCarty,C,0,0,,0,Notre Dame
1347,1938,11,Bill Krause,G,0,0,2,0,Baldwin Wallace
1348,1938,12,Joe Kuharich,G,1,3,27,0,Notre Dame
1349,1937,1,Mike Basrak,C,0,2,15,0,Duquesne
1350,1937,2,Bob Finley,B,0,0,,0,SMU
1351,1937,3,Bill Breeden,B,0,0,9,0,Oklahoma
1352,1937,4,Elmo (Bo) Hewes,B,0,0,,0,Oklahoma
1353,1937,5,Jack Frye,B,0,0,,0,Missouri
1354,1937,6,Walt Roach,E,0,0,,0,TCU
1355,1937,7,By Haines,HB,0,0,5,0,Washington
1356,1937,8,Marty Kordich,G,0,0,,0,
1357,1937,9,Matt Patanelli,E,0,0,,0,Michigan
1358,1937,10,Stan Nevers,T,0,0,,0,Kentucky
1359,1936,1,Bill Shakespeare,B,0,0,,0,Notre Dame
1360,1936,2,Len Barnum,B,0,2,52,0,West Virginia Wesleyan
1361,1936,3,Bobby Grayson,B,0,0,,0,Stanford
1362,1936,4,Truman Spain,T,0,0,,0,SMU
1363,1936,5,Dick Sandefur,FB,0,0,9,0,Purdue
1364,1936,6,Maurice Orr,T,0,0,,0,SMU
1365,1936,7,Marty Peters,E,0,0,,0,Notre Dame
1366,1936,8,Ed Karpowich,T,0,0,36,0,Catholic
1367,1936,9,Joe Meglen,B,0,0,,0,
